,sum_duration_hrs,fips_code,counts_of_outage,average_sums,number_of_data_centers,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23",CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023_x,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023_y,Unemployed_2023,Unemployment_rate_2023,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,avg_durations_hrs,sum_duration_hrs,sums_sum,avg_power_usage,avg_carbon_emission
R_NATURAL_CHG_2023,0.307506887,-0.018711798,0.316657226,0.018478418,0.228491017,-0.485163418,-0.432466225,-0.476623291,-0.404157484,0.234466743,0.257503971,0.273981409,0.293186797,0.1930053,0.216519498,0.158002221,0.174658067,0.190544357,0.2040259,0.222952778,0.238395067,0.154864125,0.159312802,0.160976697,0.177849786,0.201424947,0.215703084,0.392158601,0.44798325,0.355608097,0.357410623,0.316638976,0.121458658,-0.100152045,-0.316737023,-0.442931643,-0.547162302,-0.571494381,-0.543859822,-0.332640499,-0.17974816,-0.068398791,0.051798796,0.46347567,0.454631822,0.460346392,0.447506526,0.095270336,-0.147547953,-0.333381312,-0.345574228,0.164173959,0.18779637,0.210271912,0.228014278,0.244634276,0.255545173,-0.108896792,0.264403797,,,-0.08588975,0.258795791,-0.093523122,0.250100311,0.42696911,-0.290300816,0.288591541,,,-0.267390933,0.284944551,-0.228475964,0.263659404,0.381944395,0.40595676,-0.21748919,,-0.19577255,-0.169685729,0.277605099,,0.27317958,0.257238676,-0.476623291,0.293956176,0.295579277,0.432991609,-0.476623291,0.249427022,-0.112270241,0.336962847,0.21144745,-0.159429629,0.240026815,0.266385815,0.504070303,-0.028951099,0.194865414,0.287856309,0.049326534,0.71009545,-0.880815088,-0.303538621,0.457633173,1,-0.21015022,-0.476623291,0.085821685,0.136491567,0.101703543,0.047846685,0.058588978,0.307506887,0.139520433,0.13780112,-0.019580711
Value,0.443560405,-0.246154064,0.197095948,0.020244708,0.110129997,-0.194905567,-0.157899861,-0.160577684,-0.140517034,0.18534285,0.206936804,0.229479949,0.255326964,0.107096643,0.157570385,0.078020428,0.1311859,0.168617616,0.205463592,0.255792712,0.289241979,0.084351617,0.144581339,0.202907437,0.2439018,0.277704068,0.292058522,-0.009242619,-0.006469846,0.068691965,0.131607838,0.073472097,-0.007059686,-0.034245394,-0.053871182,-0.436266929,-0.328776533,-0.21118818,-0.128045992,0.270624383,0.37171154,0.429098232,0.435934759,-0.013376455,-0.054140639,-0.08215058,-0.066346948,-0.418962797,-0.468923837,0.217551069,0.214015819,0.143064675,0.201204943,0.236261175,0.264417312,0.291535789,0.312626071,0.309048145,0.281859267,,,0.32355601,0.278856714,0.277571948,0.290423372,-0.020572093,0.274337936,0.304787532,,,0.288529121,0.304052356,0.237233475,0.302957273,-0.062965742,-0.042122244,0.293768045,,0.308485651,0.258098508,0.294385214,,0.292728502,0.29703275,-0.160577684,0.285825959,0.286451078,0.082645614,-0.160577684,0.26346561,0.195634331,0.301983999,0.295088958,-0.065910257,0.244438342,0.31756418,0.255255526,0.133752736,0.2489263,0.297861632,0.041775149,0.105278952,-0.044536831,0.099308274,0.215151217,0.085821685,0.164025541,-0.160577684,1,-0.135643496,-0.09861313,0.971377651,0.14315345,0.443560405,0.13649859,-0.145854326,0.097745739
Metro_2023,0.351115204,-0.028573898,0.449816221,0.039290857,0.117273006,-0.813913166,-0.818314621,-0.865992193,-0.542710471,0.229100338,0.24412349,0.248999853,0.255260991,0.207025258,0.222050946,0.205055627,0.231862385,0.250628881,0.260819252,0.256190152,0.252560048,0.196324569,0.200028754,0.182138995,0.169290625,0.167647088,0.166257124,0.265098878,0.307302738,0.15270331,0.193207986,0.174155618,0.081844143,-0.070222628,-0.221608013,-0.236269113,-0.304483937,-0.363506296,-0.409780547,-0.28232185,-0.241286781,-0.195217879,-0.134042438,0.354500454,0.353686879,0.37900314,0.39600463,0.108197352,-0.023543103,-0.223416898,-0.260072432,0.178488975,0.201430378,0.221762402,0.239211346,0.246121705,0.249682592,-0.123313073,0.19750646,,,-0.113029637,0.192409223,-0.135963355,0.211552743,0.356697416,-0.316483535,0.223071858,,,-0.309297097,0.220479969,-0.305327963,0.226802984,0.285855395,0.322300349,-0.23907138,,-0.232219692,-0.231745991,0.211401734,,0.207776134,0.219565344,-0.865992193,0.251620603,0.2531586,1,-0.865992193,0.210259194,-0.061772764,0.255674304,0.258309158,-0.08483341,0.252130135,0.183617419,0.199921689,0.014067381,0.103081007,0.251894714,0.020175041,0.151100233,-0.48681846,-0.105497676,0.275304283,0.432991609,-0.04240455,-0.865992193,0.082645614,0.006765545,0.021698287,0.075936192,0.071782836,0.351115204,0.146200215,-0.022147198,-0.113728543
R_INTERNATIONAL_MIG_2023,0.397914523,-0.13018757,0.232842192,0.048430136,0.277889109,-0.311382716,-0.280518942,-0.322955071,-0.350593103,0.411060232,0.433164582,0.436038022,0.449161036,0.369338478,0.394992282,0.315993058,0.339955035,0.357093714,0.363039156,0.372065059,0.367796525,0.315528218,0.320732568,0.31014304,0.305728905,0.300090484,0.306877378,0.43221843,0.462877942,0.23494889,0.208715735,0.060020396,-0.160321603,-0.340484013,-0.52035379,-0.436293429,-0.466659681,-0.435184107,-0.430127852,-0.199337252,-0.070415894,-0.008192675,0.068458091,0.489102785,0.459486031,0.449764478,0.456908291,0.008492716,-0.243488299,-0.264998949,-0.239714614,0.295594249,0.322381404,0.331568189,0.343354093,0.336735157,0.333054714,0.019021322,0.308478182,,,0.042636001,0.298793017,0.05793119,0.352620567,0.318682781,-0.107868022,0.340050733,,,-0.082871783,0.335153511,-0.068127817,0.368177187,0.264497603,0.292567825,-0.055354553,,-0.031486718,-0.011655059,0.325684093,,0.318741036,0.360825711,-0.322955071,0.409749891,0.413619253,0.275304283,-0.322955071,0.312599339,-0.084601608,0.401030033,0.345379975,-0.363869551,0.408381599,0.657970568,0.425086889,-0.030887372,0.156771407,0.391555176,-0.111813213,0.199377306,-0.486948035,-0.452658296,1,0.457633173,-0.229714777,-0.322955071,0.215151217,0.112721384,0.110275734,0.175002428,0.179459704,0.397914523,0.181364965,-0.08592022,-0.061844451
average_sums,0.256692062,-0.060611665,-0.140231857,1,0.198001917,-0.066696977,-0.054796138,-0.063671775,-0.086684937,0.364281373,0.342964762,0.332690208,0.321470013,0.413253881,0.384183425,0.485672512,0.460616344,0.428488261,0.417626773,0.400055395,0.389672483,0.460560711,0.467009323,0.4852395,0.463390894,0.435521065,0.4223252,-0.004054051,-0.011860446,0.022168378,0.034741217,0.025008168,0.003847306,0.000994221,-0.007952144,-0.063524521,-0.048851814,-0.032230176,-0.022245472,0.04171235,0.063935448,0.067548411,0.076222006,-0.013738563,-0.017444772,-0.016228887,-0.011933813,0.008234776,-0.02562804,-0.009693478,0.008404329,0.47854084,0.46675211,0.44596347,0.422714816,0.403690087,0.385971339,0.141594188,0.426009128,,,0.154576098,0.441105413,0.1127551,0.430559523,-0.017235734,0.067610233,0.410920034,,,0.07342388,0.423181826,0.061506465,0.420991077,-0.038664046,-0.028159003,0.100417147,,0.108998704,0.085459248,0.418189622,,0.431780039,0.425661406,-0.063671775,0.361947191,0.359688663,0.039290857,-0.063671775,0.400034807,0.074016546,0.350491753,0.403267748,-0.352399075,0.317688333,0.243326701,0.183589066,-0.307326427,-0.228366405,0.371501145,0.087580605,0.016265763,-0.014315052,-0.088630828,0.048430136,0.018478418,-0.083660078,-0.063671775,0.020244708,0.046127779,0.044738405,0.007929183,0.88479052,0.256692062,0.763464737,-0.049639316,-0.01074624
sums_sum,0.565529357,-0.096604734,0.008821105,0.763464737,0.226128686,-0.20834241,-0.170903479,-0.206117917,-0.2231323,0.422733011,0.423703043,0.413655783,0.412866425,0.421878297,0.429034699,0.456125821,0.468000004,0.454650028,0.454505589,0.440407814,0.432557622,0.430621614,0.439703866,0.440419015,0.422276244,0.412397914,0.40332624,0.123421369,0.13430487,0.144524751,0.165940867,0.127857413,0.04267334,-0.023208569,-0.094613069,-0.233870919,-0.218618047,-0.194136014,-0.175712688,-0.047303514,0.008593044,0.045833796,0.062991611,0.135995762,0.122764088,0.113478191,0.123699701,0.008837701,-0.107479238,-0.103117273,-0.091082144,0.448599203,0.474939814,0.48164768,0.474388219,0.463064743,0.448919557,0.183149763,0.463116435,,,0.193824998,0.468427971,0.139098096,0.459047263,0.080081204,0.045684309,0.466745683,,,0.049621275,0.471449922,0.032450806,0.460910237,0.023391732,0.051685034,0.105277459,,0.111302715,0.081192788,0.465396528,,0.470470809,0.460126042,-0.206117917,0.434917256,0.434742222,0.146200215,-0.206117917,0.425282601,0.095623075,0.44190975,0.458025543,-0.341265272,0.36954957,0.334985879,0.32398179,-0.227537354,-0.085182259,0.438087567,0.101753216,0.089805116,-0.129886084,-0.197717464,0.181364965,0.139520433,-0.168037739,-0.206117917,0.13649859,0.058864292,0.080454989,0.11402715,0.708380896,0.565529357,1,-0.109812495,-0.026526582
number_of_data_centers,0.317195053,-0.005069623,0.047581595,0.198001917,1,-0.196688268,-0.163207795,-0.185211426,-0.252277855,0.576902387,0.585672901,0.599039294,0.598986587,0.553092762,0.569376578,0.502081491,0.506509526,0.50051306,0.502217614,0.511964412,0.509300018,0.471743656,0.497453717,0.522724936,0.53563211,0.535992537,0.530763852,0.152955128,0.196308413,0.167215705,0.160250441,0.101565145,-0.032109489,-0.170180935,-0.255184092,-0.252767259,-0.280230995,-0.279780189,-0.266181137,-0.096694923,-0.026045838,0.023217895,0.058964888,0.21894196,0.231238616,0.250812311,0.248323161,0.016031822,-0.106946017,-0.127276284,-0.128290435,0.549254574,0.553437865,0.547396767,0.54194754,0.536515326,0.526015694,-0.003980265,0.488310881,,,0.008900996,0.488710277,-0.03728545,0.530223201,0.321278305,-0.107895695,0.48826745,,,-0.100459273,0.489418471,-0.117804661,0.528091447,0.281647672,0.302552019,-0.065215238,,-0.05620057,-0.08252923,0.488632667,,0.489517846,0.529232327,-0.185211426,0.580601993,0.580680754,0.117273006,-0.185211426,0.560919308,0.007595214,0.550393676,0.521149909,-0.476529497,0.516451584,0.497330314,0.49549863,-0.296911483,-0.080356558,0.56284494,-0.090095245,0.064819196,-0.267106104,-0.195896764,0.277889109,0.228491017,-0.139955725,-0.185211426,0.110129997,0.051203691,0.055814506,0.091117209,0.350626524,0.317195053,0.226128686,-0.033693426,-0.029166249
avg_durations_hrs,0.414252218,-0.107576557,-0.163293554,0.88479052,0.350626524,-0.115076307,-0.095030675,-0.110397376,-0.140400704,0.581489233,0.556888755,0.554777721,0.543510454,0.600348949,0.594236068,0.648801543,0.640133084,0.613283553,0.608084305,0.621588067,0.618555407,0.589354819,0.637609002,0.712038903,0.718166643,0.702094801,0.693375449,0.030339839,0.024991679,0.088444694,0.092530285,0.045179556,-0.006306538,-0.037721857,-0.057852163,-0.137204254,-0.123336542,-0.088129699,-0.070422385,0.047714093,0.105663632,0.121897366,0.140982417,0.020141994,0.007656281,0.008791352,0.01382937,0.007582623,-0.063687507,-0.044579185,-0.016884951,0.695417875,0.690567347,0.665787136,0.640772561,0.628364757,0.610230275,0.146649865,0.624812986,,,0.158021497,0.639296311,0.11323774,0.652119799,0.022750724,0.045525711,0.610040103,,,0.050070643,0.622620018,0.039121758,0.641644783,-0.014815867,0.003804785,0.089562595,,0.096481091,0.073173226,0.617305955,,0.630821082,0.646800139,-0.110397376,0.601512958,0.599453919,0.071782836,-0.110397376,0.627854365,0.07965755,0.578206188,0.622860924,-0.573852948,0.532846117,0.535053076,0.37994682,-0.40249215,-0.237150079,0.607667764,0.070596586,0.022413703,-0.064736344,-0.140261187,0.179459704,0.058588978,-0.105678676,-0.110397376,0.14315345,0.072751089,0.077861297,0.116954068,1,0.414252218,0.708380896,-0.062536779,-0.01809991
sum_duration_hrs,1,-0.198466074,0.411932826,0.256692062,0.317195053,-0.473828927,-0.397028943,-0.456989657,-0.43881073,0.60966661,0.637531288,0.643218007,0.653086715,0.5387123,0.590593409,0.533682925,0.606448404,0.64277379,0.666400795,0.672824335,0.663945936,0.506861975,0.54052059,0.535337862,0.530509621,0.542510607,0.539178796,0.266236649,0.287792493,0.296579247,0.317393988,0.21582715,0.041879941,-0.129841673,-0.259730069,-0.423120719,-0.422184215,-0.380811581,-0.3622727,-0.137365914,-0.01199376,0.07468273,0.119660565,0.311008024,0.280539166,0.270278182,0.28611846,0.021960786,-0.191918108,-0.219493621,-0.202609865,0.524318755,0.595362442,0.640742343,0.668056572,0.675876194,0.673065086,0.196935565,0.601983676,,,0.203730017,0.592631123,0.130708256,0.616545027,0.262713813,-0.028890777,0.639125037,,,-0.027365551,0.633871466,-0.057874779,0.637497342,0.144474809,0.203892791,0.067279726,,0.069533168,0.027079902,0.62239339,,0.615476503,0.62762874,-0.456989657,0.675563876,0.67828806,0.351115204,-0.456989657,0.595190067,0.108934159,0.68901478,0.683094066,-0.37983069,0.585037992,0.582035906,0.563054675,-0.106005314,0.143398417,0.6703742,0.068669541,0.163373094,-0.307469089,-0.296578604,0.397914523,0.307506887,-0.218474794,-0.456989657,0.443560405,0.032390838,0.081713377,0.408670984,0.414252218,1,0.565529357,-0.156985568,-0.055780808
NATURAL_CHG_2023,0.563054675,-0.022770309,0.109056863,0.183589066,0.49549863,-0.298756585,-0.246588862,-0.288171427,-0.353566077,0.687227373,0.708898507,0.732755841,0.762988405,0.5918629,0.659411042,0.548949755,0.60494262,0.63734855,0.668192753,0.718594861,0.749205733,0.540412442,0.587608304,0.633759344,0.687567672,0.740524215,0.762332776,0.215305258,0.25349316,0.254074818,0.272939633,0.178903938,0.005651655,-0.142680929,-0.261622724,-0.401989174,-0.417714861,-0.372090597,-0.33163985,-0.082148959,0.077713399,0.176697596,0.240188635,0.261495964,0.227281199,0.214615194,0.22214201,-0.042729999,-0.221941908,-0.147791256,-0.145562836,0.596901851,0.659837948,0.696383053,0.71897034,0.747823792,0.764125852,0.107660017,0.819492843,,,0.125707308,0.811800833,0.059654927,0.792413471,0.270442451,-0.078655874,0.827122296,,,-0.06966144,0.82144244,-0.077821674,0.797443003,0.196337777,0.234025787,-0.000222841,,0.011408297,-0.016271742,0.824177178,,0.8177261,0.79522277,-0.288171427,0.808576812,0.80882467,0.199921689,-0.288171427,0.778149241,0.121261516,0.868320324,0.705153335,-0.570253813,0.647544564,0.750243494,1,-0.246139808,0.195665866,0.806763525,0.032761335,0.332553454,-0.461126363,-0.273887276,0.425086889,0.504070303,-0.186618231,-0.288171427,0.255255526,0.104280595,0.103392153,0.214677774,0.37994682,0.563054675,0.32398179,-0.016885919,-0.037349956
INTERNATIONAL_MIG_2023,0.582035906,-0.142834783,0.045621664,0.243326701,0.497330314,-0.281259661,-0.233377887,-0.271109904,-0.342650903,0.773893535,0.790749781,0.801391959,0.81624672,0.705169128,0.761351832,0.671944778,0.726410084,0.745648122,0.763639375,0.79799739,0.801974647,0.651118826,0.705709977,0.741250682,0.76253033,0.766943569,0.773581168,0.196976008,0.216864568,0.190798662,0.184159411,0.065617932,-0.086805324,-0.220357217,-0.320192673,-0.321162814,-0.33135175,-0.277053948,-0.26470919,-0.042128289,0.081029159,0.131877772,0.180463397,0.23576955,0.212174598,0.212872705,0.22842803,-0.002960104,-0.163051408,-0.142689664,-0.119632075,0.694993346,0.746804061,0.757536045,0.770741626,0.771651585,0.770678746,0.10367461,0.753884358,,,0.116621318,0.746110629,0.07127568,0.795776927,0.233333628,-0.05978841,0.76836318,,,-0.051475892,0.764680884,-0.062531204,0.801360814,0.155754131,0.194998225,0.009177599,,0.018431658,-0.002482652,0.762207677,,0.756813637,0.79887649,-0.271109904,0.825607916,0.828085069,0.183617419,-0.271109904,0.745984931,0.040701726,0.82259157,0.773687169,-0.700428302,0.711343308,1,0.750243494,-0.247077111,0.082985528,0.81742035,-0.096666706,0.09122818,-0.300205522,-0.311010441,0.657970568,0.266385815,-0.165535504,-0.271109904,0.31756418,0.108815317,0.119587137,0.272105453,0.535053076,0.582035906,0.334985879,-0.09586931,-0.03772148
GQ_ESTIMATES_2023,0.585037992,-0.184108551,0.190647694,0.317688333,0.516451584,-0.326964213,-0.278240421,-0.320882118,-0.327941428,0.892253188,0.887064206,0.895251918,0.894969382,0.859688302,0.879864786,0.840736772,0.860116391,0.866584168,0.863057765,0.867855478,0.86122131,0.785964576,0.824906279,0.860999776,0.863404451,0.858429676,0.846334684,0.264321923,0.260654937,0.229519869,0.211367886,0.089489456,-0.07156549,-0.206480224,-0.309415295,-0.35934273,-0.359671086,-0.32535078,-0.314038001,-0.07153163,0.052694609,0.105429123,0.139601641,0.278968654,0.245695392,0.252681221,0.269777536,0.023101751,-0.185980146,-0.198711559,-0.145453699,0.865410947,0.890250147,0.899944852,0.893345872,0.886312307,0.872512976,0.162408038,0.786400217,,,0.178545112,0.789477395,0.165715668,0.865154123,0.199073978,-0.025871214,0.799933509,,,-0.015961677,0.804867206,0.002226565,0.869516288,0.103432334,0.151437638,0.054279805,,0.065724295,0.076438234,0.794237769,,0.798495867,0.867631702,-0.320882118,0.892590905,0.891760592,0.252130135,-0.320882118,0.883101939,0.139906476,0.862548602,0.885868245,-0.729542308,1,0.711343308,0.647544564,-0.489780732,-0.207700307,0.892327148,-0.112810428,0.050307897,-0.291848462,-0.342198511,0.408381599,0.240026815,-0.265598406,-0.320882118,0.244438342,0.136235763,0.169842425,0.196846189,0.532846117,0.585037992,0.36954957,-0.107225355,-0.033464358
CI90LB517_2023,0.592631123,-0.107000279,0.07342106,0.441105413,0.488710277,-0.270388683,-0.223041533,-0.264344195,-0.292550853,0.798206312,0.793688568,0.807481131,0.818205103,0.76771436,0.795964651,0.802966808,0.839491892,0.860558808,0.882240118,0.914257464,0.930154223,0.810298723,0.859162492,0.898834206,0.919967935,0.937883841,0.938075195,0.063857968,0.058693476,0.127171526,0.136499255,0.062686605,-0.047948913,-0.122026165,-0.168992506,-0.274754546,-0.254976353,-0.195890156,-0.157241347,0.090515747,0.22504958,0.288113962,0.328138018,0.064339033,0.02882173,0.027945274,0.042531912,-0.041754946,-0.159480896,-0.043557307,-0.002169583,0.817090818,0.85069836,0.869018655,0.881611868,0.898096815,0.904910852,0.349167349,0.998953552,,,0.362831591,1,0.267362406,0.982655889,0.037623332,0.131937468,0.994859435,,,0.1345909,0.996509917,0.109376791,0.980246088,-0.049473338,-0.006366216,0.22710301,,0.233240586,0.182239359,0.997456773,,0.998977943,0.98162421,-0.264344195,0.899666456,0.896952125,0.192409223,-0.264344195,0.931089213,0.260073946,0.938237161,0.906003177,-0.708906936,0.789477395,0.746110629,0.811800833,-0.437293179,-0.080923309,0.917218257,0.0188397,0.192879439,-0.221054804,-0.270751729,0.298793017,0.258795791,-0.216667177,-0.264344195,0.278856714,0.073355693,0.081482155,0.244246403,0.639296311,0.592631123,0.468427971,-0.073887316,-0.021221235
CI90LB017_2023,0.601983676,-0.105274159,0.081499478,0.426009128,0.488310881,-0.27707664,-0.228736283,-0.270685757,-0.298662509,0.795304847,0.792493149,0.806505597,0.818454129,0.762494793,0.792718373,0.796487762,0.836299843,0.859820538,0.883401162,0.915752612,0.931991119,0.807107249,0.855211422,0.891725475,0.91271869,0.931719745,0.932485415,0.067954621,0.062988829,0.129834841,0.1393677,0.065842123,-0.046299801,-0.122272225,-0.170956071,-0.277480562,-0.257908856,-0.198849768,-0.160348619,0.086305931,0.221917513,0.286472911,0.327203226,0.068679236,0.032410588,0.0309074,0.045622666,-0.040496562,-0.159741611,-0.04687382,-0.005917569,0.80732872,0.84390141,0.864696328,0.879908599,0.897602653,0.905717758,0.352450438,1,,,0.36339882,0.998953552,0.269524708,0.982235574,0.038177408,0.132303692,0.997159529,,,0.13335946,0.99717031,0.108957296,0.980592261,-0.05061048,-0.006667064,0.228723706,,0.232744753,0.182986932,0.999178496,,0.998854819,0.981604064,-0.270685757,0.900752477,0.898244767,0.19750646,-0.270685757,0.927630807,0.257720082,0.941714165,0.906849675,-0.703435258,0.786400217,0.753884358,0.819492843,-0.424392788,-0.064507425,0.91778669,0.015774553,0.199186517,-0.224428717,-0.275632003,0.308478182,0.264403797,-0.21943425,-0.270685757,0.281859267,0.071378035,0.078612366,0.247540786,0.624812986,0.601983676,0.463116435,-0.074574527,-0.021683825
"Less than high school graduate, 2019-23",0.539178796,-0.148919592,0.027262267,0.4223252,0.530763852,-0.243565968,-0.201405964,-0.23682979,-0.278073379,0.862630999,0.851695929,0.867026936,0.868929362,0.826428022,0.852489451,0.839246775,0.862695569,0.87205423,0.886423249,0.92435045,0.938614331,0.790423206,0.858366629,0.940787929,0.979168934,0.996996586,1,0.087048695,0.08235715,0.169052815,0.166234953,0.076575729,-0.043551734,-0.130833142,-0.185719508,-0.271511333,-0.2607561,-0.207255139,-0.172251173,0.057380422,0.193891698,0.256345431,0.303076323,0.087512158,0.054534213,0.056946242,0.068340905,-0.011127668,-0.143125498,-0.08358522,-0.038501203,0.900235305,0.920928395,0.925350214,0.923736074,0.931717663,0.928179441,0.2077084,0.932485415,,,0.220033713,0.938075195,0.150512542,0.961232927,0.1237968,0.030606326,0.927145281,,,0.034418921,0.93314021,0.018592555,0.9571104,0.047150069,0.085469721,0.106912748,,0.113276232,0.078654228,0.930271225,,0.936217005,0.959301907,-0.23682979,0.933539813,0.930611404,0.166257124,-0.23682979,0.968588139,0.21253451,0.930351182,0.921251745,-0.786945841,0.846334684,0.773581168,0.762332776,-0.523908134,-0.190605236,0.944012225,-0.024819508,0.106077432,-0.221081104,-0.252462014,0.306877378,0.215703084,-0.194563623,-0.23682979,0.292058522,0.123662843,0.144014114,0.244603132,0.693375449,0.539178796,0.40332624,-0.07406465,-0.024458222
POV017_2023,0.62239339,-0.11176032,0.101626427,0.418189622,0.488632667,-0.294189077,-0.24326525,-0.287401509,-0.313209296,0.800790031,0.799337493,0.813443454,0.826136761,0.765976255,0.797240909,0.798901375,0.840938388,0.866217969,0.890264953,0.921782738,0.937538557,0.810598299,0.858079675,0.891754284,0.911228123,0.929684949,0.930271225,0.077682012,0.073128386,0.136437307,0.146949128,0.071267714,-0.045980526,-0.127699557,-0.18142701,-0.289978158,-0.270709335,-0.210689969,-0.172514785,0.08057059,0.219408085,0.286151418,0.328099362,0.08026833,0.043045872,0.041408448,0.057157059,-0.040149628,-0.165651681,-0.053340298,-0.012080618,0.806432841,0.845434502,0.868275292,0.884786812,0.902393334,0.910707459,0.355387858,0.999178496,,,0.366627759,0.997456773,0.271273053,0.983522267,0.047163651,0.130438937,0.999392694,,,0.131872804,0.99902635,0.105685378,0.983521441,-0.045510108,0.000387546,0.228883216,,0.233218422,0.181958037,1,,0.999172249,0.983748772,-0.287401509,0.906141906,0.903860146,0.211401734,-0.287401509,0.927920707,0.257589541,0.947565177,0.912702437,-0.702746142,0.794237769,0.762207677,0.824177178,-0.417598671,-0.055601161,0.922996066,0.011107517,0.207359528,-0.236853668,-0.284697762,0.325684093,0.277605099,-0.224772571,-0.287401509,0.294385214,0.070561087,0.078687713,0.259498534,0.617305955,0.62239339,0.465396528,-0.080140681,-0.022960935
POV517_2023,0.615476503,-0.114349815,0.095580314,0.431780039,0.489517846,-0.289482057,-0.239232856,-0.282936123,-0.308925855,0.804933831,0.801979164,0.815883725,0.82744579,0.772175963,0.801655444,0.806290875,0.845449541,0.868613286,0.890893803,0.921992897,0.937354586,0.814992088,0.863178104,0.899557805,0.918940494,0.936228088,0.936217005,0.07463188,0.06995781,0.134527804,0.14491055,0.068734428,-0.047511232,-0.128007563,-0.18058689,-0.288385233,-0.268957973,-0.208805663,-0.170527748,0.083976029,0.222056278,0.287492264,0.32890095,0.07719238,0.04058565,0.039577083,0.0552776,-0.041108803,-0.165770514,-0.05087999,-0.009168253,0.816599116,0.852984743,0.873678467,0.887833363,0.904259894,0.911311788,0.352608498,0.998854819,,,0.366215204,0.998977943,0.269328398,0.984909067,0.047484859,0.129931175,0.998132602,,,0.132859007,0.9992645,0.105684571,0.984302444,-0.043971869,0.001327027,0.227394795,,0.233633091,0.181075145,0.999172249,,1,0.984819541,-0.282936123,0.906514377,0.904056423,0.207776134,-0.282936123,0.93212819,0.259740667,0.945632886,0.913398846,-0.708800122,0.798495867,0.756813637,0.8177261,-0.429614642,-0.07058069,0.923824409,0.013089616,0.201866902,-0.234536302,-0.281205932,0.318741036,0.27317958,-0.222795612,-0.282936123,0.292728502,0.072361332,0.081379158,0.25751049,0.630821082,0.615476503,0.470470809,-0.080224249,-0.022729314
